0195153448,0 
0002005018,1 
0060973129,2 
0374157065,3 
0393045218,4 
0399135782,5 
0425176428,6 
0671870432,7 
0679425608,8 
074322678X,9 
0771074670,10 
080652121X,11 
0887841740,12 
1552041778,13 
1558746218,14 
1567407781,15 
1575663937,16 
1881320189,17 
0440234743,18 
0452264464,19 
0609804618,20 
1841721522,21 
1879384493,22 
0061076031,23 
0439095026,24 
0689821166,25 
0971880107,26 
0345402871,27 
0345417623,28 
0684823802,29 
0375759778,30 
0425163091,31 
3404921038,32 
3442353866,33 
3442410665,34 
3442446937,35 
0375406328,36 
0446310786,37 
0449005615,38 
0060168013,39 
038078243X,40 
055321215X,41 
067176537X,42 
0061099686,43 
0553582909,44 
0671888587,45 
0553582747,46 
0425182908,47 
042518630X,48 
0440223571,49 
0812523873,50 
0842342702,51 
0440225701,52 
0060914068,53 
0156047624,54 
0245542957,55 
0380715899,56 
0553280333,57 
0961769947,58 
0964778319,59 
0671623249,60 
0679810307,61 
0679865691,62 
2070423204,63 
0345260317,64 
0394743741,65 
042511774X,66 
0804106304,67 
1853262404,68 
0312970242,69 
1853260053,70 
1414035004,71 
0060938412,72 
0140067477,73 
0345465083,74 
0451625889,75 
1558531025,76 
0441783589,77 
0394895894,78 
1569871213,79 
0375410538,80 
0966986105,81 
087113375X,82 
0340767936,83 
0743403843,84 
0060930365,85 
0060177586,86 
0071416331,87 
0375509038,88 
0553062042,89 
0316769487,90 
8445071408,91 
8445071769,92 
8445071777,93 
0679429220,94 
0671867156,95 
0312252617,96 
0312261594,97 
0316748641,98 
0316973742,99 
0385235941,100 
0446677450,101 
0451166892,102 
0553347594,103 
0671621009,104 
067976397X,105 
0684822733,106 
0786868716,107 
8472238822,108 
0671864769,109 
0671521519,110 
0440222303,111 
0312953453,112 
0446608653,113 
0446612545,114 
0446612618,115 
0451208080,116 
0553584383,117 
0671027360,118 
0812575954,119 
0316735736,120 
0743439740,121 
0345372700,122 
0380619458,123 
0446325805,124 
0451406923,125 
0671042858,126 
0743249992,127 
0840734530,128 
0425184226,129 
0375500766,130 
9724119378,131 
0451205197,132 
0060929790,133 
0060976845,134 
0061099325,135 
0671004573,136 
0446601640,137 
0330484516,138 
038572179X,139 
0393020371,140 
1900850303,141 
1903019699,142 
0345425294,143 
0451410319,144 
0553583468,145 
8420639133,146 
8476409419,147 
0380778556,148 
0451525221,149 
0002740230,150 
0385336772,151 
0440949424,152 
0505524996,153 
0140252800,154 
0451452755,155 
0812575482,156 
044651747X,157 
0060801263,158 
0061030147,159 
0140250964,160 
0446527165,161 
0671461494,162 
0385337639,163 
039575514X,164 
0451206673,165 
0330332775,166 
0486284735,167 
0671021745,168 
0671047612,169 
0671504282,170 
0399138684,171 
0785263292,172 
0830714014,173 
0345354931,174 
0553278223,175 
3150000335,176 
3257203659,177 
3257207522,178 
3257208626,179 
3257208634,180 
3257208669,181 
3257210450,182 
3257212054,183 
3257212429,184 
3257214154,185 
3257216416,186 
3257233051,187 
342311360X,188 
3423116714,189 
3423241489,190 
3426605686,191 
3453212150,192 
3462021095,193 
3492045642,194 
3498020862,195 
3499110695,196 
3499151502,197 
3518111000,198 
3548254268,199 
3570300099,200 
3596292646,201 
0060977493,202 
0312872682,203 
0316602906,204 
0316693006,205 
0345311396,206 
0345378490,207 
0345404793,208 
0345433173,209 
0375400117,210 
0375705856,211 
0380717018,212 
0380718332,213 
0380754509,214 
038076654X,215 
0380807866,216 
0385316895,217 
0385497466,218 
0385508042,219 
0385509456,220 
0385511612,221 
0385730586,222 
0425164403,223 
0440234964,224 
0446605484,225 
0446610399,226 
0449006522,227 
0449911004,228 
0451162072,229 
0451186648,230 
0452282152,231 
051513290X,232 
0553580388,233 
0590598848,234 
0590629719,235 
0671023616,236 
0671027387,237 
0684848783,238 
0743486226,239 
0786863986,240 
0803251718,241 
0804117934,242 
140003180X,243 
155874262X,244 
0060987103,245 
0151008116,246 
0375704965,247 
0525947647,248 
0804111359,249 
1558744150,250 
0435272683,251 
0316782505,252 
006102063X,253 
0060013117,254 
0060199563,255 
006052779X,256 
0060563079,257 
0060809027,258 
0061040967,259 
0061050474,260 
0061052515,261 
0061052523,262 
0064472264,263 
0140620664,264 
0312148267,265 
0312156960,266 
0312890044,267 
034543191X,268 
0373836023,269 
0375751513,270 
0375801677,271 
0375814248,272 
0375823352,273 
037582345X,274 
0375823468,275 
0380730448,276 
0380973839,277 
0385327773,278 
0394586239,279 
0439510112,280 
0440241413,281 
0451409256,282 
0451523415,283 
0451526279,284 
0451526341,285 
0486415864,286 
0553280589,287 
0571197639,288 
0670035262,289 
0679423079,290 
0679751343,291 
0684833395,292 
0743245024,293 
0749748001,294 
0749748028,295 
0963094424,296 
1401201172,297 
1563892278,298 
1563898586,299 
156971620X,300 
1592571301,301 
0374270325,302 
0375719180,303 
0440235502,304 
044023722X,305 
1573225487,306 
1853260673,307 
0060977477,308 
0345391691,309 
0520011171,310 
0553278746,311 
0670856045,312 
0872200760,313 
0937858994,314 
0671649949,315 
0590431110,316 
0064470113,317 
0553571486,318 
0972044205,319 
0312963009,320 
0345430476,321 
0345435869,322 
0380728729,323 
038081840X,324 
0449912302,325 
055329198X,326 
0671018930,327 
0812541642,328 
0312988699,329 
0486282112,330 
8483007010,331 
0670815373,332 
0385313748,333 
